Indicator,Values,State,LGA,Months,Year
Men A given,1235,Kaduna,Lere,Oct,2020
Men A given,619,Delta,Ethiope West,Sep,2020
Men A given,2390,Kaduna,Soba,Sep,2020
Men A given,1597,Kaduna,Zangon Kataf,Dec,2020
Men A given,265,Oyo,Atisbo,Oct,2020
Men A given,442,Kaduna,Kudan,Sep,2020
Men A given,415,Kano,Kunchi,Nov,2020
Men A given,288,Kwara,Moro,Jul,2020
Men A given,506,Jigawa,Malam Madori,Sep,2020
Men A given,458,Yobe,Yunusari,Sep,2020
Men A given,452,Delta,Ethiope East,Nov,2020
Men A given,679,Adamawa,Guyuk,Nov,2020
Men A given,429,Adamawa,Jada,Oct,2020
Men A given,175,Kano,Gwarzo,Nov,2020
Men A given,804,Kwara,Edu,Oct,2020
Men A given,855,Kaduna,Kudan,Dec,2020
Men A given,320,Katsina,Charanchi,Oct,2020
Men A given,654,Taraba,Takum,Dec,2020
Men A given,587,Adamawa,Gombi,Jul,2020
Men A given,452,Imo,Owerri North,Oct,2020
Men A given,607,Yobe,Nguru,Sep,2020
Men A given,479,Imo,Ohaji/Egbema,Oct,2020
Men A given,225,Anambra,Orumba South,Oct,2020
Men A given,663,Niger,Agaie,Oct,2020
Men A given,530,Nasarawa,Karu,Oct,2020
Men A given,666,Adamawa,Yola South,Oct,2020
Men A given,583,Jigawa,Birniwa,Sep,2020
Men A given,1086,Kano,Bebeji,Dec,2020
Men A given,351,Osun,Odo Otin,Sep,2020
Men A given,1446,Borno,Biu,Oct,2020
Men A given,267,Nasarawa,Wamba,Oct,2020
Men A given,416,Osun,Isokan,Oct,2020
Men A given,556,Bauchi,Giade,Nov,2020
Men A given,454,Imo,Njaba,Nov,2020
Men A given,477,Oyo,Orelope,Sep,2020
Men A given,725,Oyo,Ogbomosho North,Aug,2020
Men A given,447,Imo,Nwangele,Oct,2020
Men A given,977,Yobe,Potiskum,Nov,2020
Men A given,898,Kano,Garko,Nov,2020
Men A given,246,Oyo,Saki East,Dec,2020
Men A given,331,Yobe,Yunusari,Dec,2020
Men A given,794,Yobe,Yusufari,Nov,2020
Men A given,740,Jigawa,Taura,Oct,2020
