Indicator,Values,State,LGA,Months,Year
075. Men A Vaccine -  Opening Balance,2420,Ondo,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,3530,Kano,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,250,Jigawa,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,2980,Kano,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,240,Akwa-Ibom,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,260,Benue,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,400,Ebonyi,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,1920,Ebonyi,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,1010,Ebonyi,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,930,Jigawa,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,1179,Delta,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,20,Niger,State level data,Jan,2021
075. Men A Vaccine -  Opening Balance,860,Cross River,State level data,Nov,2021
